Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-12-27 12:44:00,1832.5,1833.0,1831.5,1831.5,76800,0.0,0.0
2024-12-27 12:45:00,1831.5,1832.0,1831.5,1832.0,39700,0.0,0.0
2024-12-27 12:46:00,1832.0,1832.5,1831.5,1832.0,59800,0.0,0.0
2024-12-27 12:47:00,1832.5,1832.5,1831.5,1831.5,22700,0.0,0.0
2024-12-27 12:48:00,1832.0,1832.0,1831.0,1831.5,149900,0.0,0.0
2024-12-27 12:49:00,1832.0,1832.0,1831.5,1831.5,92500,0.0,0.0
2024-12-27 12:50:00,1831.0,1832.0,1831.0,1831.0,25400,0.0,0.0
2024-12-27 12:51:00,1831.5,1832.0,1831.0,1831.0,12800,0.0,0.0
2024-12-27 12:52:00,1831.5,1831.5,1830.5,1831.0,95100,0.0,0.0
2024-12-27 12:53:00,1831.0,1831.5,1830.5,1830.5,31900,0.0,0.0
2024-12-27 12:54:00,1830.5,1831.0,1830.5,1831.0,58200,0.0,0.0
2024-12-27 12:55:00,1831.0,1831.0,1830.5,1830.5,23200,0.0,0.0
2024-12-27 12:56:00,1830.5,1830.5,1829.5,1830.0,150300,0.0,0.0
2024-12-27 12:57:00,1829.5,1830.5,1829.5,1830.0,45900,0.0,0.0
2024-12-27 12:58:00,1830.0,1830.0,1829.5,1829.5,21600,0.0,0.0
2024-12-27 12:59:00,1829.5,1830.5,1829.5,1830.0,21900,0.0,0.0
2024-12-27 13:00:00,1830.5,1831.5,1830.5,1831.0,33600,0.0,0.0
2024-12-27 13:01:00,1831.0,1832.0,1831.0,1832.0,115500,0.0,0.0
2024-12-27 13:02:00,1832.0,1832.5,1831.5,1831.5,66300,0.0,0.0
2024-12-27 13:03:00,1831.5,1832.0,1831.5,1831.5,16500,0.0,0.0
2024-12-27 13:04:00,1832.0,1832.5,1831.5,1832.0,34100,0.0,0.0
2024-12-27 13:05:00,1832.0,1832.0,1831.5,1832.0,73200,0.0,0.0
2024-12-27 13:06:00,1832.0,1832.0,1831.0,1831.0,117700,0.0,0.0
2024-12-27 13:07:00,1831.0,1831.5,1831.0,1831.0,24200,0.0,0.0
2024-12-27 13:08:00,1831.0,1831.5,1830.5,1830.5,18300,0.0,0.0
2024-12-27 13:09:00,1830.5,1831.0,1830.0,1831.0,181900,0.0,0.0
2024-12-27 13:10:00,1830.5,1831.5,1830.5,1831.0,54900,0.0,0.0
2024-12-27 13:11:00,1831.0,1832.0,1831.0,1831.5,61500,0.0,0.0
2024-12-27 13:12:00,1831.5,1831.5,1830.5,1831.0,52600,0.0,0.0
2024-12-27 13:13:00,1831.0,1831.5,1830.5,1830.5,23600,0.0,0.0
2024-12-27 13:14:00,1831.0,1831.5,1830.5,1831.0,32300,0.0,0.0
2024-12-27 13:15:00,1831.0,1831.5,1830.5,1831.0,72400,0.0,0.0
2024-12-27 13:16:00,1831.0,1831.5,1831.0,1831.5,73900,0.0,0.0
2024-12-27 13:17:00,1831.5,1832.0,1831.0,1831.5,26700,0.0,0.0
2024-12-27 13:18:00,1831.0,1831.5,1831.0,1831.0,48200,0.0,0.0
2024-12-27 13:19:00,1831.0,1831.0,1830.5,1830.5,14900,0.0,0.0
2024-12-27 13:20:00,1830.5,1831.0,1830.5,1830.5,59400,0.0,0.0
2024-12-27 13:21:00,1830.5,1831.0,1830.0,1830.5,60800,0.0,0.0
2024-12-27 13:22:00,1830.5,1831.0,1830.0,1830.5,14200,0.0,0.0
2024-12-27 13:23:00,1830.5,1831.0,1830.5,1830.5,10200,0.0,0.0
2024-12-27 13:24:00,1831.0,1831.0,1830.5,1830.5,6800,0.0,0.0
2024-12-27 13:25:00,1831.0,1832.0,1830.5,1831.0,169900,0.0,0.0
2024-12-27 13:26:00,1831.5,1831.5,1831.0,1831.5,142300,0.0,0.0
2024-12-27 13:27:00,1831.5,1832.0,1831.0,1832.0,83100,0.0,0.0
2024-12-27 13:28:00,1832.0,1832.5,1832.0,1832.0,126200,0.0,0.0
2024-12-27 13:29:00,1831.5,1832.5,1831.5,1832.5,42900,0.0,0.0
2024-12-27 13:30:00,1832.0,1832.5,1832.0,1832.5,25400,0.0,0.0
2024-12-27 13:31:00,1832.0,1832.5,1831.5,1832.0,92200,0.0,0.0
2024-12-27 13:32:00,1832.0,1832.5,1832.0,1832.5,2400,0.0,0.0
2024-12-27 13:33:00,1832.5,1833.0,1832.5,1832.5,82000,0.0,0.0
2024-12-27 13:34:00,1833.0,1833.5,1832.5,1833.0,186600,0.0,0.0
2024-12-27 13:35:00,1833.0,1834.0,1833.0,1833.5,188200,0.0,0.0
2024-12-27 13:36:00,1834.0,1834.0,1833.0,1833.5,46100,0.0,0.0
2024-12-27 13:37:00,1833.5,1833.5,1833.0,1833.5,16600,0.0,0.0
2024-12-27 13:38:00,1833.5,1833.5,1833.0,1833.5,30800,0.0,0.0
2024-12-27 13:39:00,1833.5,1833.5,1833.0,1833.0,43300,0.0,0.0
2024-12-27 13:40:00,1833.0,1833.5,1832.5,1833.0,55400,0.0,0.0
2024-12-27 13:41:00,1833.0,1833.5,1833.0,1833.0,9700,0.0,0.0
2024-12-27 13:42:00,1833.0,1833.5,1833.0,1833.0,25500,0.0,0.0
2024-12-27 13:43:00,1833.0,1833.5,1833.0,1833.0,32800,0.0,0.0
2024-12-27 13:44:00,1833.5,1833.5,1833.0,1833.5,11600,0.0,0.0
2024-12-27 13:45:00,1833.5,1834.0,1833.0,1833.5,102400,0.0,0.0
2024-12-27 13:46:00,1833.5,1834.0,1833.0,1833.5,117500,0.0,0.0
2024-12-27 13:47:00,1833.5,1834.0,1833.5,1833.5,25400,0.0,0.0
2024-12-27 13:48:00,1833.5,1834.0,1833.5,1833.5,31200,0.0,0.0
2024-12-27 13:49:00,1833.5,1834.0,1833.0,1834.0,250600,0.0,0.0
2024-12-27 13:50:00,1834.0,1834.5,1833.5,1834.0,38600,0.0,0.0
2024-12-27 13:51:00,1834.0,1835.0,1834.0,1835.0,127500,0.0,0.0
2024-12-27 13:52:00,1835.0,1836.0,1834.5,1835.5,764100,0.0,0.0
2024-12-27 13:53:00,1835.0,1835.0,1834.5,1835.0,56300,0.0,0.0
2024-12-27 13:54:00,1834.5,1835.0,1834.5,1835.0,41500,0.0,0.0
2024-12-27 13:55:00,1835.0,1835.0,1834.0,1834.5,92400,0.0,0.0
2024-12-27 13:56:00,1834.0,1834.5,1833.5,1833.5,51500,0.0,0.0
2024-12-27 13:57:00,1834.0,1834.0,1833.5,1833.5,75100,0.0,0.0
2024-12-27 13:58:00,1834.0,1834.0,1833.5,1833.5,52900,0.0,0.0
2024-12-27 13:59:00,1833.5,1834.0,1833.0,1833.5,34800,0.0,0.0
2024-12-27 14:00:00,1833.5,1834.5,1833.5,1834.5,101200,0.0,0.0
2024-12-27 14:01:00,1834.5,1835.0,1834.0,1835.0,91000,0.0,0.0
2024-12-27 14:02:00,1835.0,1835.5,1834.5,1835.0,22100,0.0,0.0
2024-12-27 14:03:00,1835.0,1838.0,1835.0,1837.0,779200,0.0,0.0
2024-12-27 14:04:00,1837.0,1837.5,1837.0,1837.0,38200,0.0,0.0
2024-12-27 14:05:00,1837.5,1838.5,1837.5,1838.5,187000,0.0,0.0
2024-12-27 14:06:00,1838.5,1839.0,1838.0,1838.5,161000,0.0,0.0
2024-12-27 14:07:00,1839.0,1839.0,1838.0,1838.5,72400,0.0,0.0
2024-12-27 14:08:00,1838.5,1839.0,1838.0,1838.5,77400,0.0,0.0
2024-12-27 14:09:00,1839.0,1839.0,1838.0,1838.0,140200,0.0,0.0
2024-12-27 14:10:00,1838.0,1839.0,1838.0,1838.5,101600,0.0,0.0
2024-12-27 14:11:00,1838.5,1839.0,1838.0,1838.0,98900,0.0,0.0
2024-12-27 14:12:00,1838.5,1839.0,1838.0,1839.0,92100,0.0,0.0
2024-12-27 14:13:00,1839.0,1839.0,1838.0,1838.5,100800,0.0,0.0
2024-12-27 14:14:00,1838.0,1838.5,1838.0,1838.0,65700,0.0,0.0
2024-12-27 14:15:00,1838.0,1838.5,1838.0,1838.0,44200,0.0,0.0
2024-12-27 14:16:00,1838.0,1838.5,1838.0,1838.5,73800,0.0,0.0
2024-12-27 14:17:00,1838.5,1839.0,1838.0,1838.5,99300,0.0,0.0
2024-12-27 14:18:00,1838.5,1839.5,1838.5,1839.5,327600,0.0,0.0
2024-12-27 14:19:00,1839.0,1839.5,1839.0,1839.0,8900,0.0,0.0
2024-12-27 14:20:00,1839.0,1839.5,1838.5,1839.0,287300,0.0,0.0
2024-12-27 14:21:00,1838.5,1839.0,1838.0,1838.0,170100,0.0,0.0
2024-12-27 14:22:00,1838.0,1838.5,1838.0,1838.0,57600,0.0,0.0
2024-12-27 14:23:00,1838.0,1838.5,1837.5,1838.0,43100,0.0,0.0
2024-12-27 14:24:00,1838.0,1838.5,1837.5,1837.5,50500,0.0,0.0
2024-12-27 14:25:00,1838.0,1838.0,1837.5,1837.5,16900,0.0,0.0
2024-12-27 14:26:00,1837.5,1838.5,1837.5,1838.5,25700,0.0,0.0
2024-12-27 14:27:00,1838.5,1838.5,1838.0,1838.0,13800,0.0,0.0
2024-12-27 14:28:00,1838.0,1838.5,1837.5,1838.0,49500,0.0,0.0
2024-12-27 14:29:00,1838.0,1838.0,1836.5,1837.0,65400,0.0,0.0
2024-12-27 14:30:00,1836.5,1837.5,1836.5,1837.0,55200,0.0,0.0
2024-12-27 14:31:00,1836.5,1837.0,1836.5,1837.0,74800,0.0,0.0
2024-12-27 14:32:00,1837.0,1837.5,1837.0,1837.0,18300,0.0,0.0
2024-12-27 14:33:00,1837.0,1837.5,1837.0,1837.5,33800,0.0,0.0
2024-12-27 14:34:00,1837.0,1837.0,1836.5,1837.0,43800,0.0,0.0
2024-12-27 14:35:00,1837.0,1837.5,1836.5,1837.0,11300,0.0,0.0
2024-12-27 14:36:00,1836.5,1837.0,1836.5,1836.5,12700,0.0,0.0
2024-12-27 14:37:00,1836.5,1837.0,1835.5,1836.5,128200,0.0,0.0
2024-12-27 14:38:00,1836.5,1836.5,1835.5,1836.5,90400,0.0,0.0
2024-12-27 14:39:00,1836.5,1837.0,1836.5,1836.5,11700,0.0,0.0
2024-12-27 14:40:00,1837.0,1837.5,1836.0,1837.5,111600,0.0,0.0
2024-12-27 14:41:00,1837.0,1837.0,1836.5,1837.0,20400,0.0,0.0
2024-12-27 14:42:00,1836.5,1837.5,1836.5,1837.0,119100,0.0,0.0
2024-12-27 14:43:00,1837.0,1838.0,1837.0,1838.0,53200,0.0,0.0
2024-12-27 14:44:00,1837.5,1838.0,1837.0,1837.5,83900,0.0,0.0
2024-12-27 14:45:00,1837.5,1838.0,1836.5,1837.5,87500,0.0,0.0
2024-12-27 14:46:00,1837.0,1838.0,1837.0,1838.0,45800,0.0,0.0
2024-12-27 14:47:00,1837.5,1838.0,1837.5,1838.0,20000,0.0,0.0
2024-12-27 14:48:00,1837.5,1838.0,1837.5,1837.5,177400,0.0,0.0
2024-12-27 14:49:00,1838.0,1838.0,1837.5,1837.5,10000,0.0,0.0
2024-12-27 14:50:00,1837.5,1838.0,1837.5,1838.0,46500,0.0,0.0
2024-12-27 14:51:00,1837.5,1839.0,1837.5,1838.5,169800,0.0,0.0
2024-12-27 14:52:00,1838.5,1839.0,1838.0,1838.5,119400,0.0,0.0
2024-12-27 14:53:00,1838.5,1839.0,1838.0,1838.0,29700,0.0,0.0
2024-12-27 14:54:00,1838.0,1838.0,1837.5,1838.0,70000,0.0,0.0
2024-12-27 14:55:00,1838.5,1839.0,1838.0,1839.0,64500,0.0,0.0
2024-12-27 14:56:00,1838.0,1838.5,1836.5,1837.0,104000,0.0,0.0
2024-12-27 14:57:00,1836.5,1836.5,1835.0,1835.5,76900,0.0,0.0
2024-12-27 14:58:00,1835.5,1836.0,1835.0,1835.0,54300,0.0,0.0
2024-12-27 14:59:00,1835.0,1835.0,1834.0,1834.0,145600,0.0,0.0
2024-12-27 15:00:00,1834.0,1835.0,1834.0,1834.5,83100,0.0,0.0
2024-12-27 15:01:00,1834.5,1835.5,1834.0,1834.5,93800,0.0,0.0
2024-12-27 15:02:00,1834.5,1834.5,1833.0,1833.0,94000,0.0,0.0
2024-12-27 15:03:00,1833.0,1833.5,1832.0,1832.0,132800,0.0,0.0
2024-12-27 15:04:00,1832.0,1832.0,1829.5,1830.5,380400,0.0,0.0
2024-12-27 15:05:00,1830.5,1831.5,1830.0,1831.0,102800,0.0,0.0
2024-12-27 15:06:00,1831.0,1831.0,1829.0,1829.0,77600,0.0,0.0
2024-12-27 15:07:00,1829.5,1829.5,1828.0,1828.5,157600,0.0,0.0
2024-12-27 15:08:00,1828.0,1830.5,1828.0,1828.5,184400,0.0,0.0
2024-12-27 15:09:00,1828.5,1829.0,1828.0,1828.5,90000,0.0,0.0
2024-12-27 15:10:00,1829.0,1829.5,1828.5,1829.0,88200,0.0,0.0
2024-12-27 15:11:00,1829.0,1829.0,1826.5,1826.5,263300,0.0,0.0
2024-12-27 15:12:00,1827.0,1827.0,1826.0,1826.0,85600,0.0,0.0
2024-12-27 15:13:00,1826.0,1826.0,1818.5,1821.0,965300,0.0,0.0
2024-12-27 15:14:00,1821.0,1824.0,1820.5,1823.0,336500,0.0,0.0
2024-12-27 15:15:00,1823.5,1824.0,1822.5,1823.5,296200,0.0,0.0
2024-12-27 15:16:00,1823.5,1825.0,1823.5,1824.5,218300,0.0,0.0
2024-12-27 15:17:00,1824.5,1826.5,1824.5,1826.5,322600,0.0,0.0
2024-12-27 15:18:00,1826.5,1826.5,1825.5,1826.0,192100,0.0,0.0
2024-12-27 15:19:00,1826.0,1827.0,1825.5,1826.5,193200,0.0,0.0
2024-12-27 15:20:00,1826.5,1827.0,1824.5,1825.0,263700,0.0,0.0
2024-12-27 15:21:00,1825.0,1825.5,1824.0,1824.5,271300,0.0,0.0
2024-12-27 15:22:00,1825.0,1826.0,1824.5,1824.5,132900,0.0,0.0
2024-12-27 15:23:00,1824.5,1828.0,1824.5,1827.5,403900,0.0,0.0
2024-12-27 15:24:00,1826.5,1828.0,1825.5,1827.0,324500,0.0,0.0
